time,exp1_s1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,1
0.201005025125628,1
0.201005025125628,0
0.201005025125628,1
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,1
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.201005025125628,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,2
0.402010050251256,0
0.402010050251256,2
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,2
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,2
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,2
0.402010050251256,1
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,2
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,2
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,2
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,2
0.402010050251256,0
0.402010050251256,1
0.402010050251256,3
0.402010050251256,1
0.402010050251256,0
0.402010050251256,0
0.402010050251256,1
0.402010050251256,0
0.402010050251256,1
0.402010050251256,1
0.402010050251256,1
0.402010050251256,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,2
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,2
0.603015075376884,2
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,2
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,3
0.603015075376884,1
0.603015075376884,2
0.603015075376884,0
0.603015075376884,1
0.603015075376884,2
0.603015075376884,3
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,3
0.603015075376884,1
0.603015075376884,0
0.603015075376884,2
0.603015075376884,1
0.603015075376884,2
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,2
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,2
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,1
0.603015075376884,2
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,2
0.603015075376884,1
0.603015075376884,1
0.603015075376884,1
0.603015075376884,1
0.603015075376884,0
0.603015075376884,1
0.603015075376884,1
0.603015075376884,2
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,0
0.603015075376884,2
0.603015075376884,1
0.603015075376884,0
0.603015075376884,0
0.603015075376884,1
0.603015075376884,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,2
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,2
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,4
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,2
0.804020100502513,2
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,2
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,2
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,2
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,3
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,3
0.804020100502513,0
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
0.804020100502513,0
0.804020100502513,2
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,1
0.804020100502513,2
0.804020100502513,2
0.804020100502513,2
0.804020100502513,2
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,1
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
0.804020100502513,1
0.804020100502513,2
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,0
0.804020100502513,2
1.00502512562814,1
1.00502512562814,1
1.00502512562814,2
1.00502512562814,0
1.00502512562814,2
1.00502512562814,2
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,2
1.00502512562814,0
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,2
1.00502512562814,1
1.00502512562814,1
1.00502512562814,3
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,2
1.00502512562814,0
1.00502512562814,5
1.00502512562814,0
1.00502512562814,0
1.00502512562814,3
1.00502512562814,1
1.00502512562814,3
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,3
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,3
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,0
1.00502512562814,2
1.00502512562814,3
1.00502512562814,3
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,3
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,3
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,2
1.00502512562814,2
1.00502512562814,2
1.00502512562814,2
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,0
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,2
1.00502512562814,2
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,2
1.00502512562814,3
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,5
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,2
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,3
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,0
1.00502512562814,3
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,0
1.00502512562814,0
1.00502512562814,1
1.00502512562814,2
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,0
1.00502512562814,3
1.00502512562814,1
1.00502512562814,1
1.00502512562814,0
1.00502512562814,2
1.00502512562814,1
1.00502512562814,0
1.00502512562814,1
1.00502512562814,1
1.00502512562814,2
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,2
1.20603015075377,2
1.20603015075377,0
1.20603015075377,2
1.20603015075377,0
1.20603015075377,4
1.20603015075377,2
1.20603015075377,0
1.20603015075377,4
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,2
1.20603015075377,0
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,0
1.20603015075377,1
1.20603015075377,2
1.20603015075377,2
1.20603015075377,2
1.20603015075377,2
1.20603015075377,0
1.20603015075377,1
1.20603015075377,2
1.20603015075377,1
1.20603015075377,2
1.20603015075377,2
1.20603015075377,1
1.20603015075377,1
1.20603015075377,1
1.20603015075377,2
1.20603015075377,0
1.20603015075377,2
1.20603015075377,1
1.20603015075377,1
1.20603015075377,1
1.20603015075377,2
1.20603015075377,1
1.20603015075377,0
1.20603015075377,2
1.20603015075377,1
1.20603015075377,0
1.20603015075377,1
1.20603015075377,4
1.20603015075377,1
1.20603015075377,0
1.20603015075377,2
1.20603015075377,1
1.20603015075377,5
1.20603015075377,0
1.20603015075377,0
1.20603015075377,2
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,2
1.20603015075377,1
1.20603015075377,2
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,2
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,0
1.20603015075377,2
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,2
1.20603015075377,3
1.20603015075377,1
1.20603015075377,3
1.20603015075377,2
1.20603015075377,2
1.20603015075377,3
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,2
1.20603015075377,2
1.20603015075377,1
1.20603015075377,0
1.20603015075377,1
1.20603015075377,2
1.20603015075377,0
1.20603015075377,2
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,2
1.20603015075377,1
1.20603015075377,1
1.20603015075377,3
1.20603015075377,0
1.20603015075377,1
1.20603015075377,2
1.20603015075377,0
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,3
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,2
1.20603015075377,2
1.20603015075377,2
1.20603015075377,0
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,3
1.20603015075377,2
1.20603015075377,2
1.20603015075377,0
1.20603015075377,2
1.20603015075377,0
1.20603015075377,1
1.20603015075377,2
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,2
1.20603015075377,1
1.20603015075377,2
1.20603015075377,2
1.20603015075377,4
1.20603015075377,4
1.20603015075377,3
1.20603015075377,2
1.20603015075377,1
1.20603015075377,1
1.20603015075377,4
1.20603015075377,1
1.20603015075377,0
1.20603015075377,0
1.20603015075377,2
1.20603015075377,3
1.20603015075377,1
1.20603015075377,1
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,2
1.20603015075377,1
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,3
1.20603015075377,0
1.20603015075377,1
1.20603015075377,1
1.20603015075377,1
1.20603015075377,0
1.20603015075377,3
1.20603015075377,2
1.20603015075377,1
1.20603015075377,2
1.20603015075377,0
1.20603015075377,0
1.20603015075377,1
1.20603015075377,3
1.20603015075377,1
1.4070351758794,1
1.4070351758794,3
1.4070351758794,1
1.4070351758794,1
1.4070351758794,1
1.4070351758794,1
1.4070351758794,0
1.4070351758794,1
1.4070351758794,2
1.4070351758794,2
1.4070351758794,4
1.4070351758794,1
1.4070351758794,1
1.4070351758794,1
1.4070351758794,3
1.4070351758794,0
1.4070351758794,0
1.4070351758794,2
1.4070351758794,2
1.4070351758794,0
1.4070351758794,1
1.4070351758794,3
1.4070351758794,2
1.4070351758794,1
1.4070351758794,2
1.4070351758794,0
1.4070351758794,2
1.4070351758794,1
1.4070351758794,4
1.4070351758794,3
1.4070351758794,0
1.4070351758794,2
1.4070351758794,2
1.4070351758794,0
1.4070351758794,0
1.4070351758794,0
1.4070351758794,1
1.4070351758794,4
1.4070351758794,2
1.4070351758794,0
1.4070351758794,1
1.4070351758794,2
1.4070351758794,3
1.4070351758794,2
1.4070351758794,0
1.4070351758794,0
1.4070351758794,1
1.4070351758794,1
1.4070351758794,0
1.4070351758794,1
1.4070351758794,0
1.4070351758794,1
1.4070351758794,4
1.4070351758794,4
1.4070351758794,5
1.4070351758794,3
1.4070351758794,3
1.4070351758794,1
1.4070351758794,0
1.4070351758794,0
1.4070351758794,0
1.4070351758794,1
1.4070351758794,0
1.4070351758794,1
1.4070351758794,1
1.4070351758794,2
1.4070351758794,0
1.4070351758794,4
1.4070351758794,1
1.4070351758794,2
1.4070351758794,0
1.4070351758794,1
1.4070351758794,3
1.4070351758794,0
1.4070351758794,2
1.4070351758794,1
1.4070351758794,0
1.4070351758794,2
1.4070351758794,0
1.4070351758794,1
1.4070351758794,0
1.4070351758794,2
1.4070351758794,0
1.4070351758794,0
1.4070351758794,1
1.4070351758794,3
1.4070351758794,1
1.4070351758794,0
1.4070351758794,3
1.4070351758794,2
1.4070351758794,1
1.4070351758794,0
1.4070351758794,1
1.4070351758794,1
1.4070351758794,0
1.4070351758794,0
1.4070351758794,2
1.4070351758794,0
1.4070351758794,1
1.4070351758794,4
1.4070351758794,2
1.4070351758794,1
1.4070351758794,1
1.4070351758794,0
1.4070351758794,1
1.4070351758794,2
1.4070351758794,1
1.4070351758794,1
1.4070351758794,3
1.4070351758794,0
1.4070351758794,1
1.4070351758794,1
1.4070351758794,0
1.4070351758794,1
1.4070351758794,0
1.4070351758794,3
1.4070351758794,2
1.4070351758794,1
